Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
Zorg Industries_541,zorgindustries_541.net,zorgindustries_541.net,Non-Profit,Biotech,approx 800,5000000,DACH,"Berlin, DE",Risk,Purchased,Director of Security,"HubSpot, Netsuite, SFDC, O365",3,"PCI DSS, HIPAA, GDPR",,2025-01-04,—,,B,1894661.0,Open,"500-1,000",$5M,DACH,2025-01-04,zorgindustries_541.net,"Hubspot, Netsuite, Sfdc, O365",1894661.0,—,,19,22,3,12,56,Board_Governance,Medium
Aperture Labs_542,aperturelabs_542.io,aperturelabs_542.co,Healthcare,Higher Ed,200-500,,AMS,"Paris, FR",Compliance,Partner,Board Secretary,Eloqua | Azure AD | SAP,3,"GDPR, HIPAA",,2025-06-19,,,,1178045.0,Lost,200-500,Unknown,Americas,2025-06-19,aperturelabs_542.io,"Eloqua, Azure Ad, Sap",1178045.0,Unassigned,,20,22,5,8,55,Mid_Market_Compliance,Medium
Blue Sun Corp_543,https://www.bluesuncorp_543.co,bluesuncorp_543.com,Manufacturing,Fin Serv,200-500,,MDO,"Dubai, AE",Boards,Referral,Audit Manager,Pardot; HubSpot; Netsuite,,SOX,55,"April 18, 2025",,Private Equity HoldCo,Enterprise,1770232.0,Lost,200-500,Unknown,MEA,2025-04-18,bluesuncorp_543.co,"Pardot, Hubspot, Netsuite",1770232.0,Unassigned,55.0,20,13,12,12,57,Board_Governance,Medium
Wonka Industries_544,wonkaindustries_544.co,wonkaindustries_544.co,Healthcare,Banking,50-200,$20M,AMS,"New York, USA",Audit,Inbound,IT Director,Marketo,unknown,,medium,02/03/25,,—,,1942627.0,Lost,50-200,$20M,Americas,2025-02-03,wonkaindustries_544.co,Marketo,1942627.0,Unassigned,,23,12,3,5,43,Mid_Market_Compliance,Medium
Axiom Space_545,axiomspace_545.io,axiomspace_545.net,Non-Profit,Utilities,approx 800,,Unknown,"Paris, FR",Risk,Purchased,CIO,,3-4,ISO27001,32,"January 27, 2025",,Global Holdings Ltd,,1368068.0,Lost,"500-1,000",Unknown,Unknown,2025-01-27,axiomspace_545.io,,1368068.0,Unassigned,32.0,15,18,6,7,46,Enterprise_Risk_Management,Medium
Wonka Industries_546,wonkaindustries_546.net,wonkaindustries_546.co,Energy,SaaS,"500-1,000",€20M,EMEA,"Austin, USA",Risk,Referral,Head of Compliance,,4,ISO27001,high,01/25/25,Test User,—,A,1561886.0,Open,"500-1,000",$20M,EMEA,2025-01-25,wonkaindustries_546.net,,1561886.0,Unassigned,,30,18,6,7,61,Enterprise_Risk_Management,High
Sterling Cooper_547,sterlingcooper_547.io,sterlingcooper_547.io,Manufacturing,Utilities,1000+,USD 250M,MDO,Unknown,Boards,Event,Board Secretary,Okta; Teams; SAP,,"ISO27001, GDPR",32,"August 04, 2025",Priya Patel,,Enterprise,1253947.0,Lost,1000+,$250M,MEA,2025-08-04,sterlingcooper_547.io,"Okta, Teams, Sap",1253947.0,Priya Patel,32.0,40,20,10,15,85,Board_Governance,Critical
Gotham Transport_548,gothamtransport_548.io,gothamtransport_548.com,Non-Profit,K-12,500 to 1000,"20,000,000 USD",,Unknown,Compliance,Purchased,Director of Security,"Marketo, O365, Databricks",five,"None, PCI DSS",low,2025-01-09,Chen Wu,,,1257821.0,Lost,500-1000,$20M,Unknown,2025-01-09,gothamtransport_548.io,"Marketo, O365, Databricks",1257821.0,Chen Wu,,23,19,3,12,57,Mid_Market_Compliance,Medium
Gringotts Bank_549,gringottsbank_549.net,gringottsbank_549.co,Manufacturing,Fin Serv,five hundred,$100M,DACH,"Dubai, AE",Audit,Partner,CFO,,,"HIPAA, SOX",55,2025-02-23,,Private Equity HoldCo,Tier 1,1140373.0,Won,"500-1,000",$100M,DACH,2025-02-23,gringottsbank_549.net,,1140373.0,Unassigned,55.0,34,12,9,7,62,Enterprise_Risk_Management,High
Acme Corp_550,acmecorp_550.io,acmecorp_550.io,Retail,NGO,200-500,€20M,MDO,"Austin, USA",Risk,Inbound,Head of Compliance,,5,,17,06/08/25,Test User,Global Holdings Ltd,Tier 1,1100171.0,Open,200-500,$20M,MEA,2025-06-08,acmecorp_550.io,,1100171.0,Unassigned,17.0,21,18,6,0,45,Mid_Market_Compliance,Medium
Goodman Group_551,goodmangroup_551.net,goodmangroup_551.co,Financial Services,Pharma,five hundred,$1B,FR,"Berlin, DE",Risk,Partner,Director of Security,Teams | Snowflake | Oracle,5,"None, GDPR",,2025-08-14,TBD,—,Enterprise,,Open,"500-1,000",$1000M,France,2025-08-14,goodmangroup_551.net,"Teams, Snowflake, Oracle",Missing,Unassigned,,37,22,7,8,74,Enterprise_Risk_Management,High
Genco Pura_552,gencopura_552.com,gencopura_552.co,Retail,Banking,"500-1,000",€20M,FR,NY,Compliance,Inbound,IT Director,,0,GDPR,32,2025-07-27,Chen Wu,,Tier 1,1429837.0,Lost,"500-1,000",$20M,France,2025-07-27,gencopura_552.com,,1429837.0,Chen Wu,32.0,23,19,8,5,55,Mid_Market_Compliance,Medium
Caprica Systems_553,capricasystems_553.co,capricasystems_553.net,Government,Semiconductors,1000+,,AMS,"Paris, FR",Audit,Purchased,Legal Counsel,"Databricks, ServiceNow, Oracle, HubSpot",5,,32,"August 10, 2025",Chen Wu,,,1517284.0,Won,1000+,Unknown,Americas,2025-08-10,capricasystems_553.co,"Databricks, Servicenow, Oracle, Hubspot",1517284.0,Chen Wu,32.0,22,15,8,8,53,Board_Governance,Medium
Encom Corp_554,encomcorp_554.net,encomcorp_554.net,Government,NGO,1000+,$20M,,"Toronto, CA",Compliance,Event,IT Director,"Okta, Oracle, Salesforce, ServiceNow",8,SOX,medium,2025-07-18,Jane Doe,,SMB,1260614.0,Won,1000+,$20M,Unknown,2025-07-18,encomcorp_554.net,"Okta, Oracle, Salesforce, Servicenow",1260614.0,Jane Doe,,30,19,7,15,71,Mid_Market_Compliance,High
Black Mesa_555,blackmesa_555.com,blackmesa_555.com,Financial Services,Law Firm,"500-1,000",5000000,Unknown,"Sydney, AU",Risk,Purchased,Chief Risk Officer,"Slack, Azure AD, HubSpot",1,"HIPAA, GDPR, PCI DSS",medium,"July 25, 2025",Test User,Black Holdings,MM,1100447.0,Lost,"500-1,000",$5M,Unknown,2025-07-25,blackmesa_555.com,"Slack, Azure Ad, Hubspot",1100447.0,Unassigned,,26,25,5,12,68,Enterprise_Risk_Management,High
Pendragon Ltd_556,pendragonltd_556.co,pendragonltd_556.co,Retail,Biotech,200-500,5000000,Unknown,"Munich, DE",Boards,Partner,Chief Risk Officer,HubSpot | Snowflake,,HIPAA,48,08/19/25,,Pendragon Holdings,A,1259864.0,Won,200-500,$5M,Unknown,2025-08-19,pendragonltd_556.co,"Hubspot, Snowflake",1259864.0,Unassigned,48.0,17,20,13,10,60,Board_Governance,Medium
Globex Inc_557,globexinc_557.net,globexinc_557.net,Education,Biotech,1000+,,APAC,Unknown,Audit,Partner,IT Director,Slack; Google Workspace; Marketo; ,5,,high,2025-04-28,Jane Doe,Globex Holdings,SMB,1206798.0,Lost,1000+,Unknown,APAC,2025-04-28,globexinc_557.net,"Slack, Google Workspace, Marketo",1206798.0,Jane Doe,,18,12,3,5,38,Other,Low
Stark Industries_558,starkindustries_558.io,starkindustries_558.co,Technology,Pharma,,$1B,AMS,"Sydney, AU",Boards,Purchased,Legal Counsel,Oracle | Marketo,8,PCI DSS,medium,2025-08-12,,,A,1115614.0,Won,Unknown,$1000M,Americas,2025-08-12,starkindustries_558.io,"Oracle, Marketo",1115614.0,Unassigned,,22,20,7,12,61,Board_Governance,High
Hooli_559,hooli_559.co,hooli_559.net,Manufacturing,Pharma,,,AMS,"New York, USA",Risk,Referral,Director of Security,HubSpot | SFDC,3-4,,32,"July 24, 2025",Test User,Private Equity HoldCo,Tier 1,1401221.0,Lost,Unknown,Unknown,Americas,2025-07-24,hooli_559.co,"Hubspot, Sfdc",1401221.0,Unassigned,32.0,10,22,11,5,48,Enterprise_Risk_Management,Medium
Nakatomi Trading_560,nakatomitrading_560.net,nakatomitrading_560.com,Legal,NGO,,$20M,AMS,Unknown,Compliance,Partner,Director of Security,,five,ISO27001,61,"August 08, 2025",John Smith,Private Equity HoldCo,SMB,1975437.0,Lost,Unknown,$20M,Americas,2025-08-08,nakatomitrading_560.net,,1975437.0,John Smith,61.0,18,19,13,7,57,Mid_Market_Compliance,Medium
Gekko & Co_561,gekkoco_561.co,gekkoco_561.io,Education,K-12,1000+,,Unknown,"London, UK",Compliance,Event,IT Director,,3-4,GDPR,92,06/17/25,Chen Wu,,,1946342.0,Lost,1000+,Unknown,Unknown,2025-06-17,gekkoco_561.co,,1946342.0,Chen Wu,92.0,18,19,17,5,59,Other,Medium
Hooli_562,http://hooli_562.net,hooli_562.io,Healthcare,Industrial,1000+,,APAC,NY,Boards,Event,VP Finance,,five,ISO27001,100,03/19/25,TBD,Hooli_562 Holdings,A,1296651.0,Lost,1000+,Unknown,APAC,2025-03-19,hooli_562.net,,1296651.0,Unassigned,100.0,25,13,15,7,60,Board_Governance,Medium
Gringotts Bank_563,gringottsbank_563.com,gringottsbank_563.net,Financial Services,Utilities,1000+,unknown,APAC,"Sydney, AU",Risk,Purchased,Legal Counsel,Snowflake; Databricks; Marketo,4,HIPAA,low,2025-05-08,—,—,MM,1846293.0,Open,1000+,Unknown,APAC,2025-05-08,gringottsbank_563.com,"Snowflake, Databricks, Marketo",1846293.0,—,,25,25,3,10,63,Enterprise_Risk_Management,High
Omni Consumer Products_564,http://omniconsumerproducts_564.net,omniconsumerproducts_564.net,Manufacturing,Industrial,200-500,$1B,,,Compliance,Partner,General Counsel,,unknown,,92,06/26/25,,,MM,1800539.0,Open,200-500,$1000M,Unknown,2025-06-26,omniconsumerproducts_564.net,,1800539.0,Unassigned,92.0,35,22,15,0,72,Mid_Market_Compliance,High
Duff Beer_565,duffbeer_565.net,duffbeer_565.co,Education,K-12,200-500,$100M,,"Berlin, DE",Audit,Event,Board Secretary,Oracle | ServiceNow | O365 | Slack,>5,,17,"May 13, 2025",Alex Lee,Private Equity HoldCo,SMB,1212623.0,Won,200-500,$100M,Unknown,2025-05-13,duffbeer_565.net,"Oracle, Servicenow, O365, Slack",1212623.0,Alex Lee,17.0,25,15,8,8,56,Board_Governance,Medium
Vehement Capital_566,vehementcapital_566.io,vehementcapital_566.co,Education,SaaS,,unknown,UKI,"Berlin, DE",Risk,Inbound,VP Finance,Pardot; SAP; Eloqua,1,PCI DSS,85,2025-01-12,Alex Lee,Global Holdings Ltd,MM,1234443.0,Lost,Unknown,Unknown,UK & Ireland,2025-01-12,vehementcapital_566.io,"Pardot, Sap, Eloqua",1234443.0,Alex Lee,85.0,3,18,13,12,46,Other,Medium
Stark Industries_567,starkindustries_567.co,starkindustries_567.io,Energy,Pharma,five hundred,$20M,FR,"Mumbai, IN",Compliance,Event,General Counsel,HubSpot,3-4,"SOX, PCI DSS",5,2025-05-21,John Smith,Stark Holdings,C,1818690.0,Open,"500-1,000",$20M,France,2025-05-21,starkindustries_567.co,Hubspot,1818690.0,John Smith,5.0,30,22,8,12,72,Mid_Market_Compliance,High
Prestige Worldwide_568,http://prestigeworldwide_568.co,prestigeworldwide_568.io,Government,Financials,50-200,,APAC,NY,Boards,Inbound,CIO,Oracle,unknown,HIPAA,73,"May 19, 2025",John Smith,Private Equity HoldCo,C,1761170.0,Open,50-200,Unknown,APAC,2025-05-19,prestigeworldwide_568.co,Oracle,1761170.0,John Smith,73.0,12,13,11,8,44,Board_Governance,Medium
Gekko & Co_569,gekkoco_569.io,gekkoco_569.net,Non-Profit,Banking,500 to 1000,"20,000,000 USD",MDO,"Berlin, DE",Compliance,Referral,Head of Compliance,Workday | Azure AD | ServiceNow,,,61,08/10/25,Priya Patel,,Tier 2,1336699.0,Won,500-1000,$20M,MEA,2025-08-10,gekkoco_569.io,"Workday, Azure Ad, Servicenow",1336699.0,Priya Patel,61.0,23,15,16,8,62,Mid_Market_Compliance,High
Tyrell Corp_570,http://tyrellcorp_570.net,tyrellcorp_570.com,Technology,NGO,1000+,5000000,UKI,"Toronto, CA",Boards,Inbound,Legal Counsel,"HubSpot, Pardot, SFDC, SAP",unknown,PCI DSS,85,"June 02, 2025",—,Global Holdings Ltd,SMB,1407333.0,Won,1000+,$5M,UK & Ireland,2025-06-02,tyrellcorp_570.net,"Hubspot, Pardot, Sfdc, Sap",1407333.0,—,85.0,26,20,13,12,71,Board_Governance,High
Oscorp_571,oscorp_571.com,oscorp_571.io,Government,Financials,,,UKI,Unknown,Risk,Inbound,CIO,,6,PCI DSS,95%,03/22/25,Jane Doe,,Tier 1,1711829.0,Lost,Unknown,Unknown,UK & Ireland,2025-03-22,oscorp_571.com,,1711829.0,Jane Doe,,7,18,3,7,35,Other,Low
Globex Inc_572,globexinc_572.com,globexinc_572.co,Legal,Industrial,"500-1,000",$20M,AMS,"Sydney, AU",Audit,Inbound,Head of Compliance,Google Workspace |  | ServiceNow,6,"ISO27001, GDPR",92,08/11/25,TBD,,MM,1577399.0,Open,"500-1,000",$20M,Americas,2025-08-11,globexinc_572.com,"Google Workspace, Servicenow",1577399.0,Unassigned,92.0,30,8,17,15,70,Mid_Market_Compliance,High
Prestige Worldwide_573,prestigeworldwide_573.com,prestigeworldwide_573.com,Government,Higher Ed,,$5M,MDO,"Paris, FR",Audit,Referral,General Counsel,Slack; Teams; HubSpot,1,"HIPAA, PCI DSS",61,2025-08-26,Test User,—,Enterprise,,Lost,Unknown,$5M,MEA,2025-08-26,prestigeworldwide_573.com,"Slack, Teams, Hubspot",Missing,Unassigned,61.0,11,15,18,12,56,Board_Governance,Medium
Hyperion Corp_574,hyperioncorp_574.net,hyperioncorp_574.io,Healthcare,Law Firm,1000+,$1B,UKI,"Munich, DE",Risk,Inbound,General Counsel, | Databricks,five,PCI DSS,17,"April 29, 2025",Alex Lee,Hyperion Holdings,SMB,1781791.0,Lost,1000+,$1000M,UK & Ireland,2025-04-29,hyperioncorp_574.net,Databricks,1781791.0,Alex Lee,17.0,40,25,6,10,81,Enterprise_Risk_Management,Critical
Clampett Oil_575,clampettoil_575.io,clampettoil_575.com,Non-Profit,Pharma,five hundred,"20,000,000 USD",Unknown,"Munich, DE",Risk,Partner,Head of Compliance,Snowflake,0,,medium,06/14/25,,Global Holdings Ltd,Tier 1,1292973.0,Lost,"500-1,000",$20M,Unknown,2025-06-14,clampettoil_575.io,Snowflake,1292973.0,Unassigned,,23,18,5,3,49,Enterprise_Risk_Management,Medium
Vehement Capital_576,vehementcapital_576.io,vehementcapital_576.co,Financial Services,Law Firm,50-200,$100M,Unknown,"Toronto, CA",Audit,Inbound,CFO,Google Workspace; Snowflake; SAP,>5,HIPAA,,"May 28, 2025",Priya Patel,Vehement Holdings,SMB,1518552.0,Won,50-200,$100M,Unknown,2025-05-28,vehementcapital_576.io,"Google Workspace, Snowflake, Sap",1518552.0,Priya Patel,,27,12,3,8,50,Enterprise_Risk_Management,Medium
Acme Corp_577,acmecorp_577.co,acmecorp_577.com,Financial Services,Higher Ed,,$5M,UKI,"New York, USA",Boards,Referral,Legal Counsel,Pardot | Netsuite | ,0,PCI DSS,,2025-04-18,Jane Doe,Global Holdings Ltd,Tier 2,1241666.0,Open,Unknown,$5M,UK & Ireland,2025-04-18,acmecorp_577.co,"Pardot, Netsuite",1241666.0,Jane Doe,,14,20,6,12,52,Board_Governance,Medium
Globex Inc_578,globexinc_578.net,globexinc_578.co,Legal,K-12,,$5M,AMS,,Risk,Event,IT Director,"O365, HubSpot, SAP",5,"PCI DSS, None, HIPAA",48,"April 06, 2025",Jane Doe,,C,1934170.0,Won,Unknown,$5M,Americas,2025-04-06,globexinc_578.net,"O365, Hubspot, Sap",1934170.0,Jane Doe,48.0,14,22,11,12,59,Other,Medium
Sterling Cooper_579,sterlingcooper_579.net,sterlingcooper_579.io,Retail,Industrial,500 to 1000,€20M,MDO,"London, UK",Boards,Web,CIO,Google Workspace; O365; ; Slack,5,,61,03/11/25,Test User,Sterling Holdings,Enterprise,1100079.0,Lost,500-1000,$20M,MEA,2025-03-11,sterlingcooper_579.net,"Google Workspace, O365, Slack",1100079.0,Unassigned,61.0,23,13,12,3,51,Other,Medium
Virtucon_580,virtucon_580.co,virtucon_580.net,Manufacturing,Banking,50-200,$20M,UKI,"Munich, DE",Risk,Web,General Counsel,SAP; SFDC; Azure AD,3-4,"ISO27001, PCI DSS",5,"July 18, 2025",Jane Doe,Private Equity HoldCo,Enterprise,1302743.0,Lost,50-200,$20M,UK & Ireland,2025-07-18,virtucon_580.co,"Sap, Sfdc, Azure Ad",1302743.0,Jane Doe,5.0,23,25,9,10,67,Enterprise_Risk_Management,High
Stark Industries_581,starkindustries_581.com,starkindustries_581.com,Legal,Fin Serv,"500-1,000","20,000,000 USD",APAC,,Risk,Web,Board Secretary,,5,,5,"August 24, 2025",Test User,,Tier 3,1234328.0,Won,"500-1,000",$20M,APAC,2025-08-24,starkindustries_581.com,,1234328.0,Unassigned,5.0,30,25,11,0,66,Enterprise_Risk_Management,High
Shinra Electric_582,shinraelectric_582.com,shinraelectric_582.net,Energy,Fin Serv,,unknown,AMS,NY,Risk,Partner,IT Director,"Azure AD, , Oracle",6,"PCI DSS, ISO27001, GDPR",,2025-01-22,John Smith,Global Holdings Ltd,B,1469463.0,Lost,Unknown,Unknown,Americas,2025-01-22,shinraelectric_582.com,"Azure Ad, Oracle",1469463.0,John Smith,,10,22,3,10,45,Enterprise_Risk_Management,Medium
Oscorp_583,oscorp_583.co,oscorp_583.io,Retail,NGO,"500-1,000",,DACH,"New York, USA",Audit,Web,Board Secretary,Workday; O365,1,"HIPAA, None",73,"January 23, 2025",,,Enterprise,1703572.0,Open,"500-1,000",Unknown,DACH,2025-01-23,oscorp_583.co,"Workday, O365",1703572.0,Unassigned,73.0,15,15,12,13,55,Enterprise_Risk_Management,Medium
Shinra Electric_584,shinraelectric_584.net,shinraelectric_584.io,Education,Law Firm,1000+,"20,000,000 USD",UKI,"Dubai, AE",Risk,Partner,Legal Counsel,SFDC; ServiceNow; Google Workspace; Oracle,3-4,"PCI DSS, HIPAA",73,02/10/25,Priya Patel,Private Equity HoldCo,A,1713028.0,Open,1000+,$20M,UK & Ireland,2025-02-10,shinraelectric_584.net,"Sfdc, Servicenow, Google Workspace, Oracle",1713028.0,Priya Patel,73.0,26,25,11,15,77,Enterprise_Risk_Management,High
Oscorp_585,oscorp_585.co,oscorp_585.co,Legal,Banking,200-500,$20M,AMS,"Munich, DE",Compliance,Event,Chief Risk Officer,Databricks,2,,low,01/20/25,Test User,—,Tier 1,1463249.0,Open,200-500,$20M,Americas,2025-01-20,oscorp_585.co,Databricks,1463249.0,Unassigned,,28,22,5,3,58,Mid_Market_Compliance,Medium
Sirius Ventures_586,http://siriusventures_586.net,siriusventures_586.io,Manufacturing,Banking,five hundred,$20M,FR,"San Francisco, USA",Risk,Event,Chief Risk Officer,,2,SOX,high,"March 24, 2025",TBD,Sirius Holdings,Tier 2,1782948.0,Open,"500-1,000",$20M,France,2025-03-24,siriusventures_586.net,,1782948.0,Unassigned,,30,25,5,7,67,Enterprise_Risk_Management,High
Zorg Industries_587,zorgindustries_587.net,zorgindustries_587.co,Non-Profit,K-12,1000+,unknown,,"Toronto, CA",Compliance,Purchased,VP Finance,"HubSpot, SFDC",2,"PCI DSS, HIPAA, SOX",low,01/20/25,Alex Lee,Global Holdings Ltd,A,1630904.0,Open,1000+,Unknown,Unknown,2025-01-20,zorgindustries_587.net,"Hubspot, Sfdc",1630904.0,Alex Lee,,18,15,3,12,48,Board_Governance,Medium
Vehement Capital_588,https://www.vehementcapital_588.co,vehementcapital_588.com,Government,Higher Ed,50-200,"20,000,000 USD",FR,"Paris, FR",Risk,Event,Audit Manager,Okta; Eloqua; Marketo; Databricks,2,,55,2025-07-02,TBD,Private Equity HoldCo,MM,1107713.0,Lost,50-200,$20M,France,2025-07-02,vehementcapital_588.co,"Okta, Eloqua, Marketo, Databricks",1107713.0,Unassigned,55.0,20,18,13,8,59,Other,Medium
Blue Sun Corp_589,bluesuncorp_589.io,bluesuncorp_589.net,Technology,Law Firm,approx 800,$100M,AMS,"New York, USA",Compliance,Referral,IT Director,"HubSpot, Google Workspace",>5,"SOX, GDPR",,06/19/25,John Smith,Blue Holdings,Tier 3,1219492.0,Open,"500-1,000",$100M,Americas,2025-06-19,bluesuncorp_589.io,"Hubspot, Google Workspace",1219492.0,John Smith,,31,19,8,12,70,Mid_Market_Compliance,High
Atlantic Holdings_590,atlanticholdings_590.io,atlanticholdings_590.io,Retail,NGO,200-500,5000000,,NY,Audit,Purchased,Head of Compliance,Netsuite | Teams | SAP | Databricks,0,,17,"August 21, 2025",Alex Lee,—,Tier 1,1447162.0,Lost,200-500,$5M,Unknown,2025-08-21,atlanticholdings_590.io,"Netsuite, Teams, Sap, Databricks",1447162.0,Alex Lee,17.0,17,8,10,3,38,Other,Low
Genco Pura_591,gencopura_591.io,gencopura_591.co,Retail,Biotech,five hundred,$1B,DACH,NY,Risk,Web,Director of Security,"Azure AD, Okta, Oracle",,"GDPR, SOX, None",32,04/19/25,Priya Patel,Global Holdings Ltd,Tier 3,,Lost,"500-1,000",$1000M,DACH,2025-04-19,gencopura_591.io,"Azure Ad, Okta, Oracle",Missing,Priya Patel,32.0,30,22,7,15,74,Enterprise_Risk_Management,High
Wonka Tech_592,wonkatech_592.net,wonkatech_592.com,Retail,Semiconductors,50-200,unknown,Unknown,,Risk,Partner,VP Finance,Salesforce; Snowflake; Netsuite,5,HIPAA,95%,04/18/25,Priya Patel,Private Equity HoldCo,,,Won,50-200,Unknown,Unknown,2025-04-18,wonkatech_592.net,"Salesforce, Snowflake, Netsuite",Missing,Priya Patel,,8,18,3,13,42,Other,Medium
Omni Consumer Products_593,http://omniconsumerproducts_593.io,omniconsumerproducts_593.co,Financial Services,Semiconductors,1000+,5000000,,"New York, USA",Compliance,Referral,Chief Risk Officer,,0,,100,2025-07-14,Test User,—,A,1926242.0,Lost,1000+,$5M,Unknown,2025-07-14,omniconsumerproducts_593.io,,1926242.0,Unassigned,100.0,29,22,18,0,69,Enterprise_Risk_Management,High
Prestige Worldwide_594,prestigeworldwide_594.net,prestigeworldwide_594.io,Retail,SaaS,five hundred,$5M,APAC,"London, UK",Audit,Inbound,Head of Compliance,SFDC; Salesforce,,,low,08/09/25,Alex Lee,,Enterprise,1663319.0,Lost,"500-1,000",$5M,APAC,2025-08-09,prestigeworldwide_594.net,"Sfdc, Salesforce",1663319.0,Alex Lee,,19,8,5,8,40,Other,Low
Sirius Ventures_595,siriusventures_595.com,siriusventures_595.io,Non-Profit,SaaS,approx 800,$5M,Unknown,NY,Audit,Inbound,IT Director,SAP | Eloqua | Azure AD,2,HIPAA,61,06/01/25,—,—,Tier 1,1184806.0,Lost,"500-1,000",$5M,Unknown,2025-06-01,siriusventures_595.com,"Sap, Eloqua, Azure Ad",1184806.0,—,61.0,19,12,11,8,50,Board_Governance,Medium
Wonka Tech_596,wonkatech_596.io,wonkatech_596.com,Retail,Semiconductors,50-200,$100M,AMS,NY,Compliance,Partner,Head of Compliance,Pardot,,SOX,100,"January 29, 2025",,—,SMB,1894672.0,Won,50-200,$100M,Americas,2025-01-29,wonkatech_596.io,Pardot,1894672.0,Unassigned,100.0,20,15,13,12,60,Mid_Market_Compliance,Medium
Wonka Industries_597,wonkaindustries_597.io,wonkaindustries_597.com,Legal,NGO,five hundred,"20,000,000 USD",DACH,"Dublin, IE",Audit,Inbound,Board Secretary,SFDC,3,"PCI DSS, HIPAA",95%,12/31/24,—,,,1857512.0,Open,"500-1,000",$20M,DACH,2024-12-31,wonkaindustries_597.io,Sfdc,1857512.0,—,,30,15,3,10,58,Mid_Market_Compliance,Medium
Luthor Enterprises_598,luthorenterprises_598.io,luthorenterprises_598.io,Energy,Law Firm,500 to 1000,€20M,FR,"Munich, DE",Compliance,Inbound,IT Director,,,"GDPR, ISO27001",100,08/09/25,Alex Lee,,A,1989015.0,Lost,500-1000,$20M,France,2025-08-09,luthorenterprises_598.io,,1989015.0,Alex Lee,100.0,30,19,15,7,71,Mid_Market_Compliance,High
Atlantic Holdings_599,atlanticholdings_599.io,atlanticholdings_599.com,Healthcare,Insurance,,unknown,AMS,,Boards,Web,Board Secretary,"SAP, Marketo, Eloqua",1,"ISO27001, PCI DSS, HIPAA",,02/01/25,TBD,Private Equity HoldCo,Tier 2,1724411.0,Won,Unknown,Unknown,Americas,2025-02-01,atlanticholdings_599.io,"Sap, Marketo, Eloqua",1724411.0,Unassigned,,10,20,4,12,46,Board_Governance,Medium
Tyrell Corp_600,tyrellcorp_600.com,tyrellcorp_600.co,Energy,Industrial,approx 800,,EMEA,"London, UK",Boards,Partner,Board Secretary,"Teams, Databricks",unknown,,high,02/20/25,,Private Equity HoldCo,Tier 3,1168689.0,Open,"500-1,000",Unknown,EMEA,2025-02-20,tyrellcorp_600.com,"Teams, Databricks",1168689.0,Unassigned,,22,20,3,3,48,Board_Governance,Medium
Kronos Group_601,http://kronosgroup_601.net,kronosgroup_601.net,Legal,Banking,1000+,USD 250M,DACH,"London, UK",Compliance,Web,Audit Manager,"Azure AD, Salesforce",4,,100,2025-05-17,Jane Doe,,Enterprise,1100414.0,Won,1000+,$250M,DACH,2025-05-17,kronosgroup_601.net,"Azure Ad, Salesforce",1100414.0,Jane Doe,100.0,40,15,14,8,77,Board_Governance,High
Tricell Pharma_602,tricellpharma_602.co,tricellpharma_602.io,Legal,Utilities,,USD 250M,,"San Francisco, USA",Risk,Web,VP Finance,,5,ISO27001,85,2025-04-11,John Smith,,,1169405.0,Open,Unknown,$250M,Unknown,2025-04-11,tricellpharma_602.co,,1169405.0,John Smith,85.0,25,18,14,7,64,Enterprise_Risk_Management,High
Atlantic Holdings_603,atlanticholdings_603.io,atlanticholdings_603.net,Financial Services,Semiconductors,,,FR,"Dubai, AE",Compliance,Purchased,CIO,Databricks; Workday; O365; Slack,unknown,"PCI DSS, HIPAA",32,08/18/25,TBD,Atlantic Holdings,C,1934723.0,Won,Unknown,Unknown,France,2025-08-18,atlanticholdings_603.io,"Databricks, Workday, O365, Slack",1934723.0,Unassigned,32.0,10,15,10,15,50,Mid_Market_Compliance,Medium
Oscorp_604,https://www.oscorp_604.com,oscorp_604.com,Legal,Biotech,50-200,$5M,AMS,"Sydney, AU",Compliance,Web,Head of Compliance,Netsuite | Workday | Snowflake | Eloqua,2,,92,05/06/25,TBD,,C,1433753.0,Lost,50-200,$5M,Americas,2025-05-06,oscorp_604.com,"Netsuite, Workday, Snowflake, Eloqua",1433753.0,Unassigned,92.0,19,15,14,8,56,Mid_Market_Compliance,Medium
Black Mesa_605,blackmesa_605.co,blackmesa_605.net,Technology,Biotech,"500-1,000",$20M,AMS,,Compliance,Referral,General Counsel,Snowflake | Marketo | ServiceNow | ,4,ISO27001,85,06/12/25,TBD,Black Holdings,,1648991.0,Won,"500-1,000",$20M,Americas,2025-06-12,blackmesa_605.co,"Snowflake, Marketo, Servicenow",1648991.0,Unassigned,85.0,27,22,18,15,82,Mid_Market_Compliance,Critical
